obj,src,value
"Quatro, Suzi",wikipedia,Detroit
"Quatro, Suzi",howold,Australia
"Rowley, Max",wikipedia,Australia
"Polito, Jon",wikipedia,Philadelphia
"Polito, Jon",howold,Pennsylvania
"Darrian, Racquel",wikipedia,Hutchinson
"Darrian, Racquel",howold,Hutchinson
"Wahlberg, Donnie",wikipedia,Massachusetts
"Wahlberg, Donnie",howold,Boston
"Jameson, Jenna",wikiquote,Mobile
"Jameson, Jenna",aceshowbiz,Las Vegas
"Jameson, Jenna",wikipedia,Las Vegas
"Jameson, Jenna",howold,Nevada
"Paige, Tarah",wikipedia,Phoenix
"Paige, Tarah",howold,Phoenix
"Lovich, Lene",wikipedia,Detroit
"Lovich, Lene",howold,Detroit
"Panabaker, Danielle",wikipedia,Augusta
"Panabaker, Danielle",howold,Augusta
"Apple, Fiona",wikiquote,Mobile
"Apple, Fiona",wikipedia,New York
"Apple, Fiona",howold,Manhattan
"Aubert, K.D.",wikipedia,Shreveport
"Savalas, Telly",lifetimetv,Columbia
"Savalas, Telly",latimes,Garden City
"Savalas, Telly",wikipedia,Garden City
"Savalas, Telly",howold,Garden City
"Walker, Eamonn",wikipedia,London
"Walker, Eamonn",howold,England
"Suvari, Mena",aceshowbiz,Newport
"Suvari, Mena",wikipedia,Newport
"Suvari, Mena",howold,Newport
"Osho, Andi",wikipedia,Plaistow
"Osho, Andi",howold,England
"Hawkes, Chesney",wikipedia,Windsor
"Hawkes, Chesney",howold,UK
"Wonder, Stevie",lifetimetv,Michigan
"Wonder, Stevie",latimes,Saginaw
"Wonder, Stevie",howold,Saginaw
"Wonder, Stevie",wikipedia,Saginaw
"Wonder, Stevie",wikiquote,Mississippi
"Abrahamson, Lenny",wikipedia,Dublin
"Costello, Elvis",wikiquote,Kent
"Costello, Elvis",wikipedia,Paddington
"Costello, Elvis",howold,Paddington
"Novoselic, Krist",wikipedia,Compton
"Novoselic, Krist",howold,Compton
"Gong, Li",wikipedia,Shenyang
"Checker, Chubby",wikipedia,South Carolina
"Checker, Chubby",howold,South Carolina
"Fiennes, Ralph",lifetimetv,Ireland
"Fiennes, Ralph",wikipedia,Ipswich
"Fiennes, Ralph",popsugar,Ipswich
"Fiennes, Ralph",howold,England
"Friend, Rupert",wikipedia,Oxfordshire
"Friend, Rupert",howold,England
"Kimbrough, Charles",wikipedia,Minnesota
"Kimbrough, Charles",howold,Minnesota
"Jankel, Annabel",wikipedia,London
"Jankel, Annabel",howold,England
"Hammond, Earl",wikipedia,Manhattan
"Hammond, Earl",howold,New York
"Keoghan, Phil",wikipedia,Lincoln
"Keoghan, Phil",howold,Lincoln
"Landham, Sonny",wikipedia,Canton
"Landham, Sonny",howold,Georgia
"Calderon, Tego",wikipedia,Puerto Rico
"Calderon, Tego",howold,Puerto Rico
"McDonagh, Martin",wikipedia,Camberwell
"McDonagh, Martin",howold,England
"Lovitz, Jon",wikipedia,Tarzana
"Lovitz, Jon",howold,Los Angeles
"Hackford, Taylor",wikipedia,Santa Barbara
"Hackford, Taylor",howold,Santa Barbara
"Anholt, Christien",wikipedia,London
"Anholt, Christien",howold,London
"Cruz, Valerie",wikipedia,Elizabeth
"Cruz, Valerie",howold,Elizabeth
"Fallon, Jimmy",wikiquote,Fallon
"Fallon, Jimmy",aceshowbiz,Fallon
"Fallon, Jimmy",wikipedia,Bay Ridge
"Fallon, Jimmy",popsugar,Brooklyn
"Fallon, Jimmy",howold,Bay Ridge
"Sajak, Pat",wikiquote,Gary
"Sajak, Pat",latimes,Chicago
"Sajak, Pat",wikipedia,Chicago
"Sajak, Pat",howold,Chicago
"Crivello, Anthony",wikipedia,Milwaukee
"Crivello, Anthony",howold,Milwaukee
"Wansey, Thomas",lifetimetv,Trinidad
"Wansey, Thomas",wikipedia,Oxford
"Wansey, Thomas",howold,Oxford
"Baccarin, Morena",wikipedia,Brazil
"Baccarin, Morena",popsugar,Brazil
"Baccarin, Morena",howold,Brazil
"Kroes, Doutzen",wikipedia,Netherlands
"Kroes, Doutzen",popsugar,Netherlands
"Kroes, Doutzen",howold,Netherlands
"Swanepoel, Candice",wikipedia,Mooi River
"Swanepoel, Candice",popsugar,Mooi River
"Swanepoel, Candice",howold,Victoria
"Pereira, Benedita",wikipedia,Porto
"Pereira, Benedita",howold,Porto
"Thoms, Tracie",wikipedia,Baltimore
"Thoms, Tracie",howold,Maryland
"Siner, Guy",wikipedia,New York
"Siner, Guy",howold,New York
"Macht, Gabriel",wikipedia,The Bronx
"Macht, Gabriel",howold,Harvey
"Fleetwood, Susan",wikipedia,Andrews
"Fleetwood, Susan",howold,Scotland
"Abrams, Abiola",wikipedia,New York
"McGowan, Alistair",wikipedia,Evesham
"McGowan, Alistair",howold,England
"Byner, John",wikipedia,New York
"Byner, John",howold,New York
"Curran, Brittany",wikipedia,Massachusetts
"Curran, Brittany",howold,Massachusetts
"Rossiter, Leonard",wikipedia,Liverpool
"Rossiter, Leonard",howold,Liverpool
Fabolous,aceshowbiz,Brooklyn
Fabolous,wikipedia,Brooklyn
Fabolous,howold,Brooklyn
"Cornell, Lydia",lifetimetv,Trinidad
"Cornell, Lydia",wikipedia,El Paso
"Cornell, Lydia",howold,El Paso
"Sanders, Summer",wikipedia,Roseville
"Sanders, Summer",howold,Roseville
"Damon, Matt",wikiquote,Ryan
"Damon, Matt",popsugar,Boston
"Damon, Matt",lifetimetv,Cambridge
"Damon, Matt",latimes,Boston
"Damon, Matt",wikipedia,Cambridge
"Damon, Matt",howold,Cambridge
"Damon, Matt",aceshowbiz,Boston
"Cerasoli, Lisa",wikipedia,Iron Mountain
"Cerasoli, Lisa",howold,Iron Mountain
"Geldof, Peaches",wikipedia,London
"Geldof, Peaches",howold,England
"Pantoliano, Joe",wikipedia,Hoboken
"Pantoliano, Joe",howold,Hoboken
"Johansson, Scarlett",wikiquote,Sydney
"Johansson, Scarlett",popsugar,New York
"Johansson, Scarlett",lifetimetv,New York
"Johansson, Scarlett",latimes,New York
"Johansson, Scarlett",wikipedia,New York
"Johansson, Scarlett",howold,New York
"Johansson, Scarlett",aceshowbiz,New York
"Malle, Louis",wikipedia,Thumeries
"Malle, Louis",howold,Thumeries
"Poe, Richard",wikipedia,Portola
"Poe, Richard",howold,Portola
"Lansbury, Angela",latimes,London
"Lansbury, Angela",wikipedia,London
"Lansbury, Angela",howold,London
"Casanova, Hernando",wikipedia,Neiva
"Casanova, Hernando",howold,Salinas
"Hemingway, Margaux",wikipedia,Portland
"Hemingway, Margaux",howold,Portland
"Chou, Jay",wikipedia,Taipei
"Chou, Jay",howold,Taiwan
"Callingbull, Ashley",wikipedia,Enoch
"Calvani, Luca",wikipedia,Prato
"Calvani, Luca",howold,Prato
"Giordano, Filippa",wikipedia,Palermo
"Giordano, Filippa",howold,Palermo
"Thurman, Uma",wikiquote,Columbia
"Thurman, Uma",popsugar,Boston
"Thurman, Uma",lifetimetv,Stockholm
"Thurman, Uma",wikipedia,Boston
"Thurman, Uma",howold,Boston
"Thurman, Uma",aceshowbiz,Boston
"McKee, Lonette",wikipedia,Detroit
"McKee, Lonette",howold,Detroit
"Bikovic, Milos",wikipedia,Belgrade
"Bikovic, Milos",howold,Yugoslavia
"Montand, Yves",wikipedia,Monsummano Terme
"Montand, Yves",howold,Monsummano Terme
"Dean, Margia",wikipedia,Chicago
"Dean, Margia",howold,Chicago
"Darcey-Alden, Ellie",wikipedia,Oxford
"Darcey-Alden, Ellie",howold,Oxford
"Minghella, Anthony",lifetimetv,Ryde
"Minghella, Anthony",wikipedia,Ryde
"Minghella, Anthony",howold,Ryde
"Cyborg, Cris",wikipedia,Curitiba
"Korman, Harvey",wikipedia,Chicago
"Korman, Harvey",howold,Harvey
"Voisine, Roch",wikipedia,Edmundston
"Voisine, Roch",howold,Montreal
"Lumley, Joanna",wikipedia,Srinagar
"Lumley, Joanna",howold,Jerusalem
"Harryhausen, Ray",latimes,Los Angeles
"Harryhausen, Ray",wikipedia,Los Angeles
"Harryhausen, Ray",howold,Los Angeles
"Louganis, Greg",wikipedia,El Cajon
"Louganis, Greg",howold,El Cajon
"Pires, Cleo",wikipedia,Brazil
"Pires, Cleo",howold,Brazil
"Walter, Harriet",wikipedia,London
"Walter, Harriet",howold,England
"McDermott, Dylan",wikipedia,Waterbury
"McDermott, Dylan",howold,Waterbury
"Servillo, Toni",wikipedia,Afragola
"Servillo, Toni",howold,Italy
"DeWulf, Noureen",wikipedia,New York
"DeWulf, Noureen",howold,New York
"Puri, Om",wikipedia,Ambala
"Ferrara, Adam",wikipedia,New York
"Resteghini, Dale",wikipedia,Boston
"Resteghini, Dale",howold,Boston
"Harlow, Shalom",wikipedia,Oshawa
"Harlow, Shalom",howold,Ontario
"Hyman, Earle",wikipedia,Rocky Mount
"Hyman, Earle",howold,Rocky Mount
"Lesley, Carole",wikipedia,Chelmsford
"Lesley, Carole",howold,Chelmsford
"Helms, Ed",wikipedia,Atlanta
"Helms, Ed",howold,Atlanta
"Madekwe, Ashley",wikipedia,London
"Madekwe, Ashley",howold,England
"C, Melanie",wikiquote,Whiston
"C, Melanie",wikipedia,Whiston
"Elwes, Cary",wikipedia,Westminster
"Elwes, Cary",howold,London
"Knievel, Evel",lifetimetv,Butte
"Knievel, Evel",wikipedia,Butte
"Knievel, Evel",howold,Butte
"Clift, Montgomery",lifetimetv,New York
"Clift, Montgomery",latimes,Omaha
"Clift, Montgomery",wikipedia,Omaha
"Clift, Montgomery",howold,Omaha
"Mangano, Silvana",wikipedia,Rome
"Mangano, Silvana",howold,Italy
"Bozic, Zeljko",wikipedia,Belgrade
"Bozic, Zeljko",howold,Belgrade
"Price, Lindsay",wikipedia,Lindsay
"Price, Lindsay",popsugar,Arcadia
"Price, Lindsay",howold,Beverly
"Hart, Bret",wikiquote,Christopher
"Hart, Bret",wikipedia,Calgary
"Hart, Bret",howold,Canada
"Gulzar, Rakhee",wikipedia,Ranaghat
"McKinsey, Beverlee",wikipedia,McAlester
"McKinsey, Beverlee",howold,McAlester
"Wahlquist, Heather",wikipedia,Oklahoma
"Wahlquist, Heather",howold,Oklahoma
"Vanzant, Iyanla",wikipedia,Brooklyn
"Vanzant, Iyanla",howold,Brooklyn
"Hackett, Buddy",latimes,Brooklyn
"Hackett, Buddy",wikipedia,Brooklyn
"Hackett, Buddy",howold,New York
"Cline, Patsy",latimes,Virginia
"Cline, Patsy",wikipedia,Winchester
"Cline, Patsy",howold,Winchester
"Kiberd, James",wikipedia,Providence
"Kiberd, James",howold,Providence
"Dalton, Abby",wikipedia,Las Vegas
"Dalton, Abby",howold,Nevada
"Tyler, Liv",wikipedia,New York
"Tyler, Liv",popsugar,New York
"Tyler, Liv",howold,New York
"Dano, Paul",wikipedia,Franklin
"Dano, Paul",popsugar,New York
"Dano, Paul",howold,Sparks
"Spano, Joe",wikipedia,San Francisco
"Spano, Joe",howold,San Francisco
"Bertola, Adrianna",wikipedia,Southend-on-Sea
"Bertola, Adrianna",howold,England
"Maharis, George",wikipedia,Astoria
"Maharis, George",howold,Astoria
"Springfield, Rick",latimes,Sydney
"Springfield, Rick",wikipedia,Guildford
"Springfield, Rick",howold,South Wales
"Coopwood, Jeff",wikipedia,Chicago
"Coopwood, Jeff",howold,Chicago
"Harwood, Ronald",wikipedia,Cape Town
"Harwood, Ronald",howold,Cape Town
"Miller, Patina",wikipedia,Pageland
"Miller, Patina",howold,Pageland
"Duvitski, Janine",wikipedia,Lancaster
"Duvitski, Janine",howold,England
"Siskel, Gene",wikipedia,Eugene
"Siskel, Gene",howold,Chicago
"Woods, Tiger",wikipedia,Cypress
"Woods, Tiger",popsugar,Cypress
"Kinski, Nastassja",wikiquote,Quincy
"Kinski, Nastassja",wikipedia,Berlin
"Kinski, Nastassja",howold,Berlin
"Polk, Patrik-Ian",wikipedia,Hattiesburg
"Polk, Patrik-Ian",howold,Hattiesburg
"Duvall, Robert",latimes,San Diego
"Duvall, Robert",wikipedia,San Diego
"Duvall, Robert",howold,California
"Jodorowsky, Alejandro",wikiquote,Chile
"Jodorowsky, Alejandro",wikipedia,Tocopilla
"Chang, Lia",wikipedia,San Francisco
"Marks, Arthur",wikipedia,Los Angeles
"Velez, Lisa",wikipedia,New York
"Melvin, Mekenna",wikipedia,Douglas
"Melvin, Mekenna",howold,Saratoga
"Montell, Lisa",wikipedia,Warsaw
"Dourdan, Gary",wikipedia,Gary
"Dourdan, Gary",howold,Pennsylvania
"Hinkle, Marin",wikipedia,Elizabeth
"Hinkle, Marin",howold,Tanzania
"Bethel, Wilson",wikipedia,New Hampshire
"Bethel, Wilson",howold,New Hampshire
"Rubinek, Saul",wikipedia,Wolfratshausen
"Rubinek, Saul",howold,Germany
"Heaton, Patricia",latimes,Bay Village
"Heaton, Patricia",wikipedia,Bay Village
"Heaton, Patricia",howold,Bay Village
"Burdis, Ray",wikipedia,London
"Burdis, Ray",howold,London
"Barrie, Amanda",wikipedia,Shirley
"Barrie, Amanda",howold,Ashton-under-Lyne
"Carnes, Kim",wikipedia,Los Angeles
"Carnes, Kim",howold,California
"Stinton, Colin",lifetimetv,Trinidad
"Stinton, Colin",wikipedia,Calgary
"Stinton, Colin",howold,Canada
"Glennie, Evelyn",wikipedia,Aberdeenshire
"Glennie, Evelyn",howold,Aberdeenshire
"Mello, Selton",wikipedia,Passos
"Mello, Selton",howold,Passos
"McClanahan, Rue",wikipedia,Healdton
"McClanahan, Rue",howold,Healdton
"Elson, Karen",wikipedia,Oldham
"Elson, Karen",howold,Oldham
"Ackles, Jensen",wikipedia,Dallas
"Ackles, Jensen",popsugar,Dallas
"Ackles, Jensen",howold,Winchester
"Thigpen, Lynne",wikipedia,Joliet
"Thigpen, Lynne",howold,Joliet
"Hannity, Sean",lifetimetv,Trinidad
"Hannity, Sean",howold,New York
"Hannity, Sean",wikipedia,New York
"Hannity, Sean",wikiquote,Santa Barbara
"Gore, Lesley",wikipedia,Brooklyn
"Gore, Lesley",howold,New York
"Clarke, Noel",wikipedia,London
"Clarke, Noel",howold,London
"MacRae, Meredith",wikipedia,Houston
"MacRae, Meredith",howold,Meredith
"Johnson, Magic",wikiquote,Los Angeles
"Johnson, Magic",wikipedia,Lansing
"Johnson, Magic",howold,Lansing
"Hexum, Jon-Erik",wikipedia,Englewood
"Hexum, Jon-Erik",howold,Englewood
"Gibbons, Leeza",latimes,Hartsville
"Gibbons, Leeza",wikipedia,Hartsville
"Gibbons, Leeza",howold,Hollywood
"Kuhn, Bowie",wikipedia,Kent
"Kuhn, Bowie",howold,Takoma Park
"Villella, Edward",lifetimetv,Trinidad
"Villella, Edward",wikipedia,Bayside
"Villella, Edward",howold,Bayside
"Jolie, Angelina",wikiquote,Pakistan
"Jolie, Angelina",popsugar,Los Angeles
"Jolie, Angelina",lifetimetv,Los Angeles
"Jolie, Angelina",wikipedia,Los Angeles
"Jolie, Angelina",howold,California
"Jolie, Angelina",aceshowbiz,Los Angeles
"Englund, Robert",wikipedia,Glendale
"Englund, Robert",howold,Glendale
"Spears, Britney",wikiquote,Washington
"Spears, Britney",popsugar,Paris
"Spears, Britney",latimes,McComb
"Spears, Britney",wikipedia,McComb
"Spears, Britney",howold,McComb
"Spears, Britney",aceshowbiz,Louisiana
"Gerse, Christopher",lifetimetv,Trinidad
"Gerse, Christopher",wikipedia,Los Angeles
"Gerse, Christopher",howold,Los Angeles
"Willes, Jean",wikipedia,Los Angeles
"Willes, Jean",howold,California
"Moran, Dolores",wikipedia,Stockton
"Miano, Robert",wikipedia,New York
"Miano, Robert",howold,New York
"Temple, Julien",wikipedia,Temple
"Temple, Julien",howold,London
"Pratchett, Terry",wikiquote,Mobile
"Pratchett, Terry",wikipedia,Beaconsfield
"Pratchett, Terry",howold,Beaconsfield
"Lindsay-Hogg, Michael",wikipedia,New York
"Lindsay-Hogg, Michael",howold,New York
"Bryan, Dora",wikipedia,Lancashire
"Bryan, Dora",howold,Southport
"Gray, Spalding",wikipedia,Providence
"Gray, Spalding",howold,Rhode Island
"Cura, Ben",wikipedia,Buenos Aires
"Cura, Ben",howold,Buenos Aires
"Givens, Robin",wikipedia,New York
"Givens, Robin",howold,Lawrence
"Garofalo, Janeane",wikipedia,Newton
"Garofalo, Janeane",howold,Newton
"Erhard, Werner",wikiquote,Warren
"Erhard, Werner",wikipedia,Philadelphia
"Erhard, Werner",howold,Philadelphia
"Kehoskie, Joe",wikiquote,Boston
"Kehoskie, Joe",wikipedia,Auburn
"Kehoskie, Joe",howold,Auburn
"Adams, Maud",wikipedia,Sweden
"Raab, Stefan",wikipedia,Cologne
"Raab, Stefan",howold,Cologne
"Breillat, Catherine",wikipedia,Bressuire
"Breillat, Catherine",howold,Bressuire
"Bana, Eric",aceshowbiz,Melbourne
"Bana, Eric",wikipedia,Melbourne
"Bana, Eric",popsugar,Melbourne
"Bana, Eric",howold,Australia
"Bean, Sean",aceshowbiz,Sheffield
"Bean, Sean",wikipedia,Sheffield
"Bean, Sean",howold,South Yorkshire
"Leachman, Cloris",latimes,Des Moines
"Leachman, Cloris",wikipedia,Des Moines
"Leachman, Cloris",howold,Des Moines
"Schilling, Vivian",wikipedia,Wichita
"Schilling, Vivian",howold,Wichita
"Manouse, Ernie",wikipedia,Houston
"Manouse, Ernie",howold,Binghamton
"Bateman, Jason",aceshowbiz,Rye
"Bateman, Jason",wikipedia,Kent
"Bateman, Jason",popsugar,Rye
"Bateman, Jason",howold,Silver
"Gabriel, Peter",wikiquote,Eden
"Gabriel, Peter",wikipedia,Surrey
"Gabriel, Peter",howold,Surrey
"Whitaker, Rod",wikipedia,Granville
"Audiard, Jacques",wikipedia,Paris
"Audiard, Jacques",howold,Paris
"David, Thayer",wikipedia,Medford
"David, Thayer",howold,Medford
"Calabro, Richard",wikipedia,Yorkshire
"Calabro, Richard",howold,Yorkshire
"Olcay, Zuhal",wikipedia,Istanbul
"Olcay, Zuhal",howold,Istanbul
"MacKenzie, J.C.",wikipedia,Peterborough
"Mullally, Megan",wikiquote,San Francisco
"Mullally, Megan",wikipedia,Los Angeles
"Mullally, Megan",howold,California
"Trammell, Sam",wikipedia,New Orleans
"Trammell, Sam",popsugar,Ryan
"Sambora, Richie",wikiquote,New Jersey
"Sambora, Richie",wikipedia,Perth
"Sambora, Richie",howold,Perth
"Helberg, Simon",wikipedia,Los Angeles
"Helberg, Simon",howold,California
"Coulter, Ann",wikiquote,Washington
"Coulter, Ann",wikipedia,New York
"Coulter, Ann",popsugar,UK
"Coulter, Ann",howold,Clinton
"Lo, Tove",aceshowbiz,Sofia
"Lo, Tove",wikipedia,Stockholm
"Lo, Tove",howold,Stockholm
"Herbers, Katja",wikipedia,Amsterdam
"Herbers, Katja",howold,Amsterdam
"McRaney, Gerald",wikipedia,Collins
"McRaney, Gerald",howold,Jericho
"Crawford, Chace",aceshowbiz,Lubbock
"Crawford, Chace",wikipedia,Christopher
"Crawford, Chace",popsugar,Lubbock
"Crawford, Chace",howold,Lubbock
"Studdard, Ruben",wikipedia,Frankfurt
"Studdard, Ruben",howold,Frankfurt
"Munro, Caroline",wikipedia,Windsor
"Munro, Caroline",howold,Windsor
"Dempsie, Joe",wikipedia,Liverpool
"Dempsie, Joe",howold,Liverpool
"Benford, Gregory",wikiquote,Mobile
"Benford, Gregory",wikipedia,Mobile
"Benford, Gregory",howold,Alabama
"Bellon, Roger",wikipedia,France
"Dudley, Dave",wikipedia,Spencer
"Dudley, Dave",howold,Vietnam
"Deeley, Cat",wikiquote,Los Angeles
"Deeley, Cat",wikipedia,Elizabeth
"Deeley, Cat",howold,England
"Turk, Hanan",wikipedia,Cairo
"Newsted, Jason",wikipedia,Battle Creek
"Newsted, Jason",howold,Battle Creek
"Shatner, William",lifetimetv,Quebec
"Shatner, William",latimes,Montreal
"Shatner, William",howold,Montreal
"Shatner, William",wikipedia,Montreal
"Shatner, William",wikiquote,California
"Kiley, Richard",wikipedia,Chicago
"Kiley, Richard",howold,Chicago
"Willey, Walt",wikipedia,Ottawa
"Willey, Walt",howold,Ottawa
"Grey, Jennifer",wikipedia,New York
"Grey, Jennifer",howold,Globe
"Albertazzi, Giorgio",wikipedia,Fiesole
"Albertazzi, Giorgio",howold,Lindsay
"Neill, Noel",wikipedia,Minneapolis
"Neill, Noel",howold,Minneapolis
"Strug, Kerri",wikipedia,Tucson
"Strug, Kerri",howold,Tucson
"Godley, Adam",wikipedia,Amersham
"Godley, Adam",howold,England
"Fellowes, Julian",wikipedia,Cairo
"Fellowes, Julian",howold,Cairo
"Reagan, Nancy",lifetimetv,New York
"Reagan, Nancy",howold,New York
"Reagan, Nancy",wikipedia,Robbins
"Reagan, Nancy",wikiquote,Robbins
"Moura, Wagner",wikipedia,Salvador
"Moura, Wagner",howold,Brazil
"Schmitt, Harrison",wikipedia,Santa Rita
"Schmitt, Harrison",howold,New Mexico
"James, Etta",latimes,Los Angeles
"James, Etta",wikipedia,Los Angeles
"James, Etta",howold,Los Angeles
"Robbe-Grillet, Alain",wikipedia,Brest
"Robbe-Grillet, Alain",howold,Brest
"Ripa, Kelly",latimes,Stratford
"Ripa, Kelly",aceshowbiz,Stratford
"Ripa, Kelly",wikipedia,Stratford
"Ripa, Kelly",popsugar,Berlin
"Ripa, Kelly",howold,Fairfield
"Pettet, Joanna",wikipedia,Salmon
"Pettet, Joanna",howold,England
"D'Agosto, Nicholas",wikipedia,Omaha
"Sarsgaard, Peter",wikipedia,Illinois
"Sarsgaard, Peter",popsugar,Belleville
"Sarsgaard, Peter",howold,Illinois
"Malek-Yonan, Rosie",wikiquote,New York
"Malek-Yonan, Rosie",wikipedia,Tehran
"Malek-Yonan, Rosie",howold,Iran
"Seger, Bob",wikiquote,Ain
"Seger, Bob",wikipedia,Lincoln
"Seger, Bob",howold,Michigan
"Q, Maggie",wikipedia,Honolulu
"Q, Maggie",howold,Hawaii
"Rosati, Weronika",wikipedia,Warsaw
"Rosati, Weronika",howold,Poland
"Taylor, KoKo",wikipedia,Tennessee
"Taylor, KoKo",howold,Shelby
"Muscat, Mike",wikipedia,Fort Bragg
"Muscat, Mike",howold,Fort Bragg
"Nami, Arsi",wikipedia,Shiraz
"Nami, Arsi",howold,Shiraz
"Luna, BarBara",wikipedia,New York
"Luna, BarBara",howold,New York
"Funk, Terry",wikipedia,Hammond
"Funk, Terry",howold,Hammond
"Tochi, Brian",wikipedia,Los Angeles
"Ryan, Nolan",wikipedia,Refugio
"Ryan, Nolan",howold,Ryan
"Pallett, Roxanne",wikipedia,Carlisle
"Pallett, Roxanne",howold,Carlisle
"Sutta, Jessica",wikipedia,Miami
"Sutta, Jessica",howold,Miami
"Buzzi, Ruth",wikipedia,Westerly
"Buzzi, Ruth",howold,Westerly
"Eastwood, Clint",wikiquote,California
"Eastwood, Clint",popsugar,San Francisco
"Eastwood, Clint",lifetimetv,Carmel
"Eastwood, Clint",wikipedia,San Francisco
"Eastwood, Clint",howold,San Francisco
"Eastwood, Clint",aceshowbiz,San Francisco
"Rudner, Rita",wikiquote,Mobile
"Rudner, Rita",wikipedia,Miami
"Rudner, Rita",howold,Miami
"Thomas, Khleo",wikipedia,Anchorage
"Marini, Gilles",wikipedia,Grasse
"Marini, Gilles",howold,Grasse
"Halliwell, Geri",wikipedia,Watford
"Tredinnick, Miles",wikipedia,Warrington
"Tredinnick, Miles",howold,Warrington
"Aselton, Katie",wikipedia,Milbridge
"Aselton, Katie",howold,Milbridge
"Paulsen, Rob",wikipedia,Detroit
"Paulsen, Rob",howold,Detroit
"McGruder, Aaron",wikipedia,Chicago
"McGruder, Aaron",howold,Chicago
"LaVey, Anton",wikipedia,Chicago
"LaVey, Anton",howold,Chicago
"Rubin-Vega, Daphne",lifetimetv,Trinidad
"Rubin-Vega, Daphne",wikipedia,Panama
"Rubin-Vega, Daphne",howold,Panama
"Newton, Thandie",wikipedia,Newton
"Newton, Thandie",popsugar,London
"Newton, Thandie",howold,England
"Carrere, Tia",wikipedia,Honolulu
"Carrere, Tia",howold,Hawaii
"Sole, Alfred",wikipedia,Paterson
"Sole, Alfred",howold,Paterson
"Gray, Dobie",wikipedia,Simonton
"Gray, Dobie",howold,Simonton
"Johar, Karan",lifetimetv,Trinidad
"Johar, Karan",wikipedia,Mumbai
"Johar, Karan",howold,Maharashtra
"Limbaugh, Rush",wikiquote,Pittsburgh
"Limbaugh, Rush",wikipedia,Cape Girardeau
"Limbaugh, Rush",howold,Sacramento
"Clary, Robert",wikipedia,Paris
"Clary, Robert",howold,Paris
"Darvi, Bella",wikipedia,Sosnowiec
"Darvi, Bella",howold,Sosnowiec
"Browder, Ben",wikipedia,Memphis
"Browder, Ben",howold,Memphis
"Whishaw, Ben",wikipedia,Clifton
"Whishaw, Ben",howold,England
"Zevon, Warren",wikipedia,Chicago
"Zevon, Warren",howold,Warren
"Greif, Stephen",wikipedia,Sawbridgeworth
"Greif, Stephen",howold,England
"Asbury, Kelly",wikipedia,Beaumont
"Hiddleston, Tom",wikipedia,Westminster
"Hiddleston, Tom",popsugar,Westminster
"Hiddleston, Tom",howold,England
"Garlin, Jeff",wikipedia,Chicago
"Garlin, Jeff",howold,Chicago
"Tabac, Yoni",wikipedia,Haifa
"Tabac, Yoni",howold,Haifa
"West, Kanye",wikiquote,Atlanta
"West, Kanye",wikipedia,Atlanta
"West, Kanye",popsugar,Atlanta
"West, Kanye",howold,Chicago
